SMD_Solve_time,SMD_Iter,SMD_Max_Iter,SMD_dual_time,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,FMD_dual_time
373.79783272743225,80768.0,403850.0,94.92777061462402,724.8836755752563,22717.0,113595.0,115.82553052902222
387.8382799625397,87674.0,438381.0,89.00949931144714,474.4122176170349,22776.0,113892.0,60.71943020820618
499.93510937690735,98567.0,492848.0,119.38712954521179,669.0830054283142,22545.0,112736.0,100.14158987998962
464.47045636177063,70491.0,352467.0,124.72270774841309,771.6553320884705,18014.0,90083.0,150.43635487556458
364.610563993454,78802.0,394020.0,95.17019534111023,724.1549296379089,23446.0,117240.0,117.42215895652771
403.43205666542053,88044.0,440231.0,100.65976619720459,516.7505013942719,23300.0,116513.0,80.52786254882812
381.4659335613251,85455.0,427287.0,89.43553352355957,523.4281423091888,21651.0,108267.0,83.67566299438477
459.31734704971313,160364.0,400915.0,112.24297547340393,788.8694038391113,21788.0,108954.0,129.49498319625854
370.5883948802948,80008.0,400051.0,93.67593812942505,726.6098337173462,22472.0,112373.0,119.0171205997467
440.9282269477844,154250.0,385632.0,110.76068186759949,647.478490114212,22458.0,112302.0,100.81130790710449
350.1529076099396,76048.0,380251.0,89.67360544204712,715.9336500167847,19853.0,99275.0,118.37287998199463
399.897287607193,85012.0,425071.0,107.71135520935059,722.5691885948181,23208.0,116052.0,114.64623546600342
396.8928289413452,88316.0,441594.0,93.95035123825073,498.3910541534424,22703.0,113525.0,70.11209082603455
340.83764576911926,72205.0,361037.0,90.58871269226074,664.5241813659668,21009.0,105056.0,115.5230324268341
395.8112807273865,85874.0,429382.0,97.22744560241699,493.68861627578735,22711.0,113567.0,70.15651273727417
466.4597017765045,167742.0,419362.0,105.5508713722229,472.38096928596497,22238.0,111200.0,73.04829216003418
419.5303473472595,68357.0,341798.0,122.20688915252686,666.1336290836334,21005.0,105036.0,108.87790775299072
397.03235840797424,87200.0,436013.0,97.98550748825073,492.7161943912506,23175.0,115888.0,68.1480987071991
399.1891872882843,85577.0,427897.0,104.51418805122375,503.76004433631897,23321.0,116619.0,75.36541247367859
389.74776005744934,80159.0,400807.0,106.510178565979,710.9215497970581,21170.0,105861.0,113.10565137863159
