SMD_Solve_time,SMD_Iter,SMD_Max_Iter,SMD_dual_time,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,FMD_dual_time
350.9203600883484,84217.0,421099.0,63.812854051589966,543.1096770763397,23099.0,115505.0,72.93011999130249
349.30842900276184,83600.0,418014.0,65.8110511302948,528.237649679184,23138.0,115704.0,73.87428641319275
340.0466697216034,79419.0,397107.0,71.53151655197144,547.1016094684601,22202.0,111021.0,90.70547342300415
323.91564416885376,77447.0,387248.0,61.981722354888916,497.04634189605713,23285.0,116435.0,69.45221734046936
330.39146876335144,79949.0,399758.0,60.68452858924866,501.91083908081055,23513.0,117575.0,66.13027763366699
301.31901478767395,71101.0,355519.0,60.69946789741516,513.1060185432434,22110.0,110560.0,63.81767535209656
337.3006317615509,80148.0,400754.0,62.98296618461609,521.3867235183716,22257.0,111298.0,72.22790598869324
322.1183578968048,74330.0,371662.0,70.28662657737732,565.7462756633759,22356.0,111794.0,92.15687727928162
389.92708349227905,155866.0,389670.0,67.88644981384277,343.49731969833374,19872.0,99373.0,47.41286826133728
374.1999742984772,91446.0,457243.0,63.10445857048035,436.9688904285431,23105.0,115536.0,56.226935386657715
319.7976586818695,76415.0,382087.0,61.290414810180664,506.48653054237366,20847.0,104248.0,69.85907196998596
402.61935591697693,84286.0,421442.0,79.53260397911072,473.9729280471802,23502.0,117521.0,70.40544319152832
357.7885935306549,85010.0,425061.0,65.61307120323181,610.1614625453949,22788.0,113950.0,90.23082995414734
346.9341609477997,82858.0,414303.0,64.93230891227722,562.4915552139282,23387.0,116946.0,79.99270439147949
365.2319986820221,89101.0,445519.0,65.81435441970825,375.9794030189514,23106.0,115544.0,50.9431471824646
386.1048197746277,93967.0,469849.0,63.1318154335022,397.37343549728394,23492.0,117474.0,50.33701539039612
343.66836810112,81735.0,408687.0,66.38604807853699,363.7037148475647,21844.0,109232.0,45.686877727508545
432.7892291545868,151810.0,379533.0,79.81895518302917,475.55937600135803,22074.0,110380.0,64.21857070922852
356.4118447303772,87792.0,438972.0,63.28555512428284,371.89957427978516,23239.0,116208.0,46.668864011764526
355.1647472381592,85485.0,427438.0,68.34053444862366,395.40954637527466,23116.0,115591.0,50.82250380516052
