SMD_Solve_time,SMD_Iter,SMD_Max_Iter,SMD_dual_time,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,FMD_dual_time
393.27397108078003,86726.0,433643.0,90.6646773815155,469.5463309288025,23251.0,116267.0,71.30708956718445
409.970641374588,89195.0,445988.0,99.47798728942871,571.9571561813354,23150.0,115763.0,99.4959933757782
326.01401448249817,72847.0,364245.0,77.95094132423401,645.7249531745911,22165.0,110837.0,97.75486254692078
432.00376749038696,150442.0,376114.0,106.88194727897644,730.9868910312653,22885.0,114435.0,124.82258653640747
359.51414704322815,77695.0,388488.0,92.3333306312561,621.219183921814,22677.0,113396.0,88.82509684562683
387.0376863479614,86900.0,434514.0,94.17603826522827,481.2954487800598,23497.0,117498.0,70.31526517868042
355.7575559616089,77945.0,389737.0,84.8393292427063,627.1080210208893,20686.0,103442.0,99.03096604347229
334.9752616882324,70234.0,351183.0,93.46206283569336,664.9176449775696,20146.0,100744.0,127.77685880661011
472.27145314216614,167690.0,419230.0,109.24497318267822,690.258510351181,22353.0,111775.0,113.26488661766052
389.50351452827454,89907.0,449548.0,83.73523092269897,653.1795592308044,21884.0,109431.0,95.97914838790894
379.47468876838684,85739.0,428708.0,87.30728268623352,455.80225706100464,22239.0,111208.0,62.99440240859985
569.3366911411285,138208.0,691052.0,103.11075377464294,494.42451667785645,23141.0,115716.0,73.03874492645264
354.3011884689331,77555.0,387785.0,85.91946601867676,678.242112159729,20653.0,103275.0,111.54914689064026
386.2453143596649,87633.0,438176.0,87.54447627067566,541.0761933326721,22166.0,110841.0,81.10899138450623
389.8159239292145,86786.0,433943.0,89.56680917739868,465.48548340797424,23145.0,115736.0,66.8403058052063
378.21712160110474,83358.0,416803.0,91.72736668586731,428.74367451667786,21259.0,106306.0,65.4227066040039
338.4530086517334,75072.0,375373.0,80.97500944137573,580.9517204761505,21765.0,108837.0,80.77112364768982
395.2559959888458,90066.0,450344.0,89.72378492355347,538.1758708953857,23135.0,115688.0,76.42703366279602
380.6871359348297,86345.0,431735.0,86.33573627471924,475.69349694252014,22769.0,113857.0,69.93074226379395
376.0702340602875,83487.0,417447.0,90.46988916397095,716.0012516975403,23336.0,116692.0,109.12870717048645
