SMD_Solve_time,SMD_Iter,SMD_Max_Iter,SMD_dual_time,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,FMD_dual_time
479.51690220832825,73686.0,368444.0,191.41853880882263,1138.6719841957092,20545.0,102736.0,271.7090177536011
477.7759554386139,79956.0,399792.0,161.6368532180786,1125.8609602451324,23486.0,117442.0,210.47522473335266
463.6520023345947,79598.0,398000.0,154.66346764564514,707.8359072208405,20771.0,103865.0,127.16001915931702
483.5500524044037,78911.0,394567.0,164.83676385879517,1128.9187047481537,22599.0,113005.0,201.39680004119873
538.2186994552612,81565.0,407838.0,183.25739455223083,1111.1852655410767,23374.0,116880.0,237.8226673603058
459.88215684890747,75915.0,379587.0,161.13214659690857,1005.1090867519379,21819.0,109107.0,193.95207715034485
489.99421072006226,84680.0,423410.0,159.6015067100525,773.4532878398895,22992.0,114970.0,136.2163212299347
468.7837278842926,80742.0,403722.0,152.08704614639282,714.8474888801575,21199.0,106005.0,135.05882501602173
463.81188559532166,78894.0,394484.0,152.9453411102295,1087.2270040512085,21823.0,109126.0,204.80929923057556
597.6095764636993,65815.0,329089.0,248.86435055732727,1171.9650647640228,18474.0,92384.0,297.6129894256592
475.7019648551941,76280.0,381413.0,177.55487179756165,1187.3369908332825,19711.0,98567.0,292.12722396850586
436.8041570186615,73645.0,368239.0,151.83704566955566,949.0940971374512,22212.0,111071.0,171.6787304878235
466.0259506702423,79472.0,397370.0,152.44929838180542,991.7804689407349,21495.0,107486.0,191.01362657546997
470.4206109046936,82486.0,412442.0,149.02001070976257,716.1004779338837,21899.0,109509.0,138.07042050361633
500.64467906951904,82025.0,410138.0,174.32482647895813,1191.5962471961975,22231.0,111169.0,275.5923228263855
484.25872707366943,78154.0,390783.0,177.59827327728271,1121.5959746837616,22690.0,113462.0,215.0898106098175
482.04396772384644,79626.0,398142.0,164.00803136825562,1089.26722407341,22795.0,113986.0,218.6764690876007
526.3344624042511,90250.0,451262.0,170.01725792884827,920.9792885780334,22462.0,112321.0,176.31020736694336
501.73505330085754,85788.0,428952.0,167.66659879684448,762.255900144577,22329.0,111657.0,159.7578616142273
473.4541435241699,80140.0,400710.0,158.31626200675964,712.9923117160797,21377.0,106896.0,141.7352156639099
