SMD_Solve_time,SMD_Iter,SMD_Max_Iter,SMD_dual_time,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,FMD_dual_time
605.2036764621735,83105.0,415539.0,78.41942930221558,1164.0935492515564,23003.0,115029.0,59.53484654426575
723.9089043140411,172844.0,432116.0,97.75561428070068,1022.4898397922516,23180.0,115911.0,54.74047660827637
629.1755230426788,87181.0,435915.0,81.63924288749695,1006.641389131546,23164.0,115833.0,54.54805827140808
542.8166046142578,74903.0,374529.0,72.62519097328186,1102.4136476516724,21953.0,109779.0,52.18881058692932
600.7756807804108,83254.0,416281.0,75.96605396270752,944.8766875267029,20881.0,104419.0,50.171080589294434
644.8367111682892,156174.0,390440.0,85.01586151123047,1030.2894995212555,21167.0,105845.0,50.63298988342285
570.9332683086395,78202.0,391022.0,77.58037686347961,1069.562919139862,22030.0,110161.0,53.90674614906311
641.7642831802368,76800.0,384010.0,91.03241348266602,1088.2103109359741,23073.0,115376.0,54.08648085594177
509.12980556488037,69312.0,346574.0,72.26244401931763,908.0118117332458,17803.0,89029.0,55.62786889076233
548.4952511787415,73832.0,369172.0,82.2902307510376,1018.6657621860504,19790.0,98962.0,64.55749678611755
547.4595398902893,75834.0,379181.0,72.32329249382019,1027.9116003513336,20871.0,104365.0,55.12121391296387
557.5433185100555,75804.0,379030.0,78.15472507476807,1050.3041887283325,21428.0,107150.0,52.96029996871948
598.4875090122223,83152.0,415774.0,76.43863129615784,1103.2511744499207,22666.0,113341.0,55.843666315078735
642.6667604446411,89856.0,449294.0,83.28969359397888,1044.6585803031921,23410.0,117060.0,60.8930139541626
678.4696774482727,95073.0,475377.0,80.95106911659241,1184.6614434719086,23441.0,117216.0,57.91443634033203
569.9988584518433,76257.0,381296.0,76.00196981430054,1121.6938471794128,23474.0,117384.0,56.102195262908936
586.5663733482361,82401.0,412019.0,75.56539964675903,1110.5151817798615,23157.0,115798.0,52.97266101837158
600.7082278728485,82855.0,414288.0,77.98876476287842,1111.1643311977386,22999.0,115009.0,51.874247789382935
595.354385137558,80060.0,400314.0,78.09370684623718,1117.6360054016113,22212.0,111071.0,56.38873624801636
589.0629239082336,81911.0,409568.0,75.0123999118805,1120.0408086776733,23356.0,116794.0,57.743725061416626
