SMD_Solve_time,SMD_Iter,SMD_Max_Iter,SMD_solved,SMD_gap,SMD_dual_time,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,FMD_solved,FMD_gap,FMD_dual_time
224.54023623466492,130812.0,130812.0,1.0,0.008600082076669957,21.433252811431885,132.6919116973877,25348.0,25349.0,1.0,0.004516092440870367,9.638934850692749
220.67008996009827,130812.0,130812.0,1.0,0.007631204573191282,19.956045150756836,127.6810200214386,25348.0,25349.0,1.0,0.004516092440870367,9.504991054534912
221.66298365592957,130812.0,130812.0,1.0,0.008620102241440497,19.05280327796936,129.35160613059998,25348.0,25349.0,1.0,0.004516092440870367,9.209970235824585
223.20057940483093,130812.0,130812.0,1.0,0.008553191978405143,19.377293348312378,127.21260976791382,25348.0,25349.0,1.0,0.004516092440870367,9.32226014137268
220.75163769721985,130812.0,130812.0,1.0,0.008351316831390072,19.134002447128296,138.88072848320007,25348.0,25349.0,1.0,0.004516092440870367,9.242623329162598
220.9822702407837,130812.0,130812.0,1.0,0.008117573516519976,19.220714330673218,131.47381234169006,25348.0,25349.0,1.0,0.004516092440870367,9.182745695114136
223.50151920318604,130812.0,130812.0,1.0,0.008397206862705453,19.349388122558594,132.06828927993774,25348.0,25349.0,1.0,0.004516092440870367,9.839824438095093
220.5395314693451,130812.0,130812.0,1.0,0.007556341216353263,19.254730463027954,131.23198437690735,25348.0,25349.0,1.0,0.004516092440870367,9.367456197738647
220.19252181053162,130812.0,130812.0,1.0,0.007805608212556596,18.729986906051636,130.15864443778992,25348.0,25349.0,1.0,0.004516092440870367,9.235321521759033
218.31591606140137,130812.0,130812.0,1.0,0.0079032429232926,21.48754596710205,137.6377329826355,25348.0,25349.0,1.0,0.004516092440870367,9.395620346069336
221.73070216178894,130812.0,130812.0,1.0,0.007875465972481274,20.30231475830078,126.61694145202637,25348.0,25349.0,1.0,0.004516092440870367,9.203912496566772
223.21820306777954,130812.0,130812.0,1.0,0.0073916531816882736,20.264568090438843,128.02076888084412,25348.0,25349.0,1.0,0.004516092440870367,9.245459794998169
222.88528108596802,130812.0,130812.0,1.0,0.008391891985713981,19.554643869400024,130.81828951835632,25348.0,25349.0,1.0,0.004516092440870367,9.240924596786499
217.73234105110168,130812.0,130812.0,1.0,0.0079594597026338,18.775562047958374,136.88640332221985,25348.0,25349.0,1.0,0.004516092440870367,9.306289911270142
225.90898728370667,130812.0,130812.0,1.0,0.007695674553628289,20.197375535964966,127.67271065711975,25348.0,25349.0,1.0,0.004516092440870367,9.459058046340942
221.05077362060547,130812.0,130812.0,1.0,0.008371016362334872,18.578777551651,135.12931489944458,25348.0,25349.0,1.0,0.004516092440870367,9.30716609954834
222.8337845802307,130812.0,130812.0,1.0,0.008026541130788933,19.729562759399414,134.28011393547058,25348.0,25349.0,1.0,0.004516092440870367,9.311855792999268
219.4963355064392,130812.0,130812.0,1.0,0.008575503000101348,18.714457035064697,128.73612904548645,25348.0,25349.0,1.0,0.004516092440870367,9.602609634399414
226.11759281158447,130812.0,130812.0,1.0,0.008071501142957148,20.21785020828247,130.69997143745422,25348.0,25349.0,1.0,0.004516092440870367,9.510332822799683
220.87685894966125,130812.0,130812.0,1.0,0.00777738672058282,19.0405695438385,129.41859340667725,25348.0,25349.0,1.0,0.004516092440870367,9.752168655395508
