SMD_Solve_time,SMD_Iter,SMD_Max_Iter,SMD_solved,SMD_gap,SMD_dual_time,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,FMD_solved,FMD_gap,FMD_dual_time
277.28416323661804,127946.0,127946.0,1.0,0.006443864267676097,63.83390808105469,486.12589502334595,25239.0,25240.0,1.0,0.0029120524746333865,33.718902587890625
275.17966651916504,127946.0,127946.0,1.0,0.006747666906388547,65.77235889434814,493.2117054462433,25239.0,25240.0,1.0,0.0029120524746333865,33.80816602706909
270.3479571342468,127946.0,127946.0,1.0,0.005236375269606623,62.05746531486511,465.8036823272705,25239.0,25240.0,1.0,0.0029120524746333865,33.68604111671448
270.8724615573883,127946.0,127946.0,1.0,0.006004157224812477,70.6190595626831,459.4960103034973,25239.0,25240.0,1.0,0.0029120524746333865,33.49178862571716
280.73361372947693,127946.0,127946.0,1.0,0.005332540337744038,66.03946113586426,486.46800208091736,25239.0,25240.0,1.0,0.0029120524746333865,33.974071979522705
263.964093208313,127946.0,127946.0,1.0,0.006345131761534187,61.99150538444519,469.9232337474823,25239.0,25240.0,1.0,0.0029120524746333865,33.49350357055664
267.345130443573,127946.0,127946.0,1.0,0.006864696598523831,63.75190782546997,483.83558917045593,25239.0,25240.0,1.0,0.0029120524746333865,33.716745376586914
264.9756679534912,127946.0,127946.0,1.0,0.007083488792724454,64.60600519180298,491.65348839759827,25239.0,25240.0,1.0,0.0029120524746333865,33.436246156692505
274.4111180305481,127946.0,127946.0,1.0,0.0052610164536666185,67.31765341758728,482.00468826293945,25239.0,25240.0,1.0,0.0029120524746333865,33.84516501426697
267.9609854221344,127946.0,127946.0,1.0,0.0060727223004558364,62.12844276428223,474.26727318763733,25239.0,25240.0,1.0,0.0029120524746333865,34.11558485031128
269.2660303115845,127946.0,127946.0,1.0,0.005382741881128909,63.467177867889404,469.9319632053375,25239.0,25240.0,1.0,0.0029120524746333865,34.16286253929138
265.86098170280457,127946.0,127946.0,1.0,0.005072315833567681,59.87285542488098,490.51953506469727,25239.0,25240.0,1.0,0.0029120524746333865,34.03164291381836
277.2164318561554,127946.0,127946.0,1.0,0.004981931290039675,64.92059183120728,475.6431357860565,25239.0,25240.0,1.0,0.0029120524746333865,33.977529764175415
266.36221957206726,127946.0,127946.0,1.0,0.005068412057590906,61.06835985183716,491.1377408504486,25239.0,25240.0,1.0,0.0029120524746333865,34.11511826515198
277.9963011741638,127946.0,127946.0,1.0,0.005541926567910853,68.55284476280212,483.7496738433838,25239.0,25240.0,1.0,0.0029120524746333865,33.632869720458984
273.7169225215912,127946.0,127946.0,1.0,0.005416648443823044,62.30348491668701,501.8052339553833,25239.0,25240.0,1.0,0.0029120524746333865,34.318771839141846
272.7341651916504,127946.0,127946.0,1.0,0.005982332848039042,62.494991064071655,474.14731669425964,25239.0,25240.0,1.0,0.0029120524746333865,33.63156747817993
269.15063309669495,127946.0,127946.0,1.0,0.006006038619164329,61.314231872558594,473.9786789417267,25239.0,25240.0,1.0,0.0029120524746333865,34.00639510154724
260.51681113243103,127946.0,127946.0,1.0,0.005471549411220175,62.36805272102356,481.44379782676697,25239.0,25240.0,1.0,0.0029120524746333865,34.09808540344238
282.57195949554443,127946.0,127946.0,1.0,0.005854482395735612,66.11510443687439,468.0215747356415,25239.0,25240.0,1.0,0.0029120524746333865,33.18172812461853
