SMD_Solve_time,SMD_Iter,SMD_Max_Iter,SMD_solved,SMD_gap,SMD_dual_time,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,FMD_solved,FMD_gap,FMD_dual_time
241.07961893081665,120652.0,120652.0,1.0,0.004886964138556868,56.38595676422119,377.9193322658539,22618.0,22619.0,1.0,0.003255103580867405,17.591403007507324
245.9448823928833,120652.0,120652.0,1.0,0.005566741533003183,52.632734298706055,374.6810691356659,22618.0,22619.0,1.0,0.003255103580867405,17.007240772247314
246.4563491344452,120652.0,120652.0,1.0,0.005164647184375835,54.49804425239563,385.21422600746155,22618.0,22619.0,1.0,0.003255103580867405,17.679335355758667
240.91229844093323,120652.0,120652.0,1.0,0.0053082374202508345,50.14901924133301,383.86053824424744,22618.0,22619.0,1.0,0.003255103580867405,17.287331581115723
236.75135111808777,120652.0,120652.0,1.0,0.0052043483808953475,55.186867237091064,383.5026321411133,22618.0,22619.0,1.0,0.003255103580867405,17.366413593292236
251.2069845199585,120652.0,120652.0,1.0,0.004933529853418467,53.8874568939209,369.7658853530884,22618.0,22619.0,1.0,0.003255103580867405,17.21608018875122
235.80384731292725,120652.0,120652.0,1.0,0.004763663511341283,48.760600566864014,376.7036828994751,22618.0,22619.0,1.0,0.003255103580867405,17.60854697227478
240.99810910224915,120652.0,120652.0,1.0,0.005582247284983202,50.21833276748657,379.6630527973175,22618.0,22619.0,1.0,0.003255103580867405,17.327821254730225
241.52906322479248,120652.0,120652.0,1.0,0.004767273229316908,51.43664526939392,377.8037202358246,22618.0,22619.0,1.0,0.003255103580867405,17.304690837860107
243.94440293312073,120652.0,120652.0,1.0,0.005242914667092487,50.823068618774414,389.0687184333801,22618.0,22619.0,1.0,0.003255103580867405,17.331607818603516
242.88696599006653,120652.0,120652.0,1.0,0.00489617430929342,54.5103394985199,390.7356472015381,22618.0,22619.0,1.0,0.003255103580867405,17.465867042541504
258.0893726348877,120652.0,120652.0,1.0,0.005848701453888598,50.32691836357117,388.94367027282715,22618.0,22619.0,1.0,0.003255103580867405,17.626113891601562
238.05533909797668,120652.0,120652.0,1.0,0.006491511240359182,48.73835492134094,390.67322301864624,22618.0,22619.0,1.0,0.003255103580867405,17.465442180633545
241.7251455783844,120652.0,120652.0,1.0,0.0048881322878962935,52.345619440078735,379.62991428375244,22618.0,22619.0,1.0,0.003255103580867405,17.488309860229492
239.9972279071808,120652.0,120652.0,1.0,0.005581902100485113,51.456512689590454,377.47209548950195,22618.0,22619.0,1.0,0.003255103580867405,17.715726137161255
237.02549123764038,120652.0,120652.0,1.0,0.006471069436108465,48.02118992805481,382.1554775238037,22618.0,22619.0,1.0,0.003255103580867405,17.541808605194092
239.73968768119812,120652.0,120652.0,1.0,0.005554205821187978,49.467907190322876,397.07527804374695,22618.0,22619.0,1.0,0.003255103580867405,17.29329752922058
242.26211309432983,120652.0,120652.0,1.0,0.005791310652265062,49.975062131881714,379.5653796195984,22618.0,22619.0,1.0,0.003255103580867405,17.601287841796875
240.88412261009216,120652.0,120652.0,1.0,0.004864037281777214,49.37734079360962,376.20394802093506,22618.0,22619.0,1.0,0.003255103580867405,17.3575701713562
240.09196996688843,120652.0,120652.0,1.0,0.00609921475228007,50.0686571598053,385.4976589679718,22618.0,22619.0,1.0,0.003255103580867405,17.744518041610718
