SMD_Solve_time,SMD_Iter,SMD_Max_Iter,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,SMD_Dual_Solve_time,FMD_Dual_Solve_time
289.5788655281067,197790.0,247240.0,219.05725693702698,55180.0,64923.0,11.831194162368774,0.908149003982544
250.59311413764954,173023.0,230719.0,183.34728717803955,45541.0,53595.0,10.280942678451538,0.8563370704650879
256.9664227962494,175213.0,233637.0,193.7968611717224,48022.0,53369.0,10.492925882339478,0.9189426898956299
244.18227696418762,165352.0,236237.0,176.37103867530823,44062.0,55099.0,9.913119554519653,0.83646559715271
265.5442199707031,181153.0,241558.0,185.7166130542755,46238.0,54407.0,10.772351503372192,0.8924541473388672
231.22005915641785,159136.0,227349.0,208.6264579296112,46493.0,54712.0,9.460192680358887,0.9901349544525146
269.7105553150177,172170.0,245969.0,197.64256119728088,48238.0,60310.0,10.390209436416626,0.8680977821350098
243.22480368614197,167774.0,239690.0,177.3477087020874,43742.0,54696.0,10.161628246307373,0.8239591121673584
249.31246495246887,166318.0,237609.0,193.93796253204346,48091.0,56587.0,9.990099668502808,0.8781251907348633
269.6897876262665,172408.0,229895.0,177.72809076309204,44895.0,52837.0,11.47380018234253,0.8569951057434082
245.24636363983154,164344.0,234794.0,178.88346099853516,44130.0,51935.0,10.54354214668274,0.8892199993133545
259.9352331161499,176983.0,235997.0,184.72925114631653,45813.0,53904.0,10.605022430419922,0.8905580043792725
252.49080801010132,172363.0,229826.0,178.7152965068817,44470.0,52337.0,10.381670951843262,0.8698787689208984
259.9196722507477,177103.0,236146.0,184.0582559108734,45354.0,53361.0,10.636510848999023,0.8653068542480469
264.7354419231415,180163.0,240224.0,193.12856268882751,47802.0,56240.0,10.82070541381836,0.871410608291626
260.5929231643677,179323.0,239107.0,201.97541642189026,49984.0,55548.0,11.139376640319824,0.9240593910217285
251.80938625335693,168110.0,240163.0,172.78691244125366,43006.0,53775.0,10.271927118301392,0.7920513153076172
250.46359610557556,172142.0,245924.0,194.21102261543274,47360.0,55728.0,10.65972900390625,0.8941810131072998
250.45521759986877,166976.0,238559.0,176.08060669898987,43966.0,54962.0,11.422775030136108,0.8374512195587158
265.55413246154785,175363.0,233821.0,189.20104360580444,46000.0,54126.0,12.132347583770752,0.9175541400909424
