SMD_Solve_time,SMD_Iter,SMD_Max_Iter,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,SMD_Dual_Solve_time,FMD_Dual_Solve_time
337.55974197387695,165604.0,236598.0,288.995094537735,49138.0,54615.0,18.976484775543213,1.1708450317382812
325.43784523010254,161866.0,231245.0,265.7140064239502,45048.0,53005.0,18.559391975402832,1.098318338394165
351.7041130065918,177808.0,237097.0,291.13488268852234,49552.0,55079.0,20.44868803024292,1.1922318935394287
334.986652135849,161936.0,231344.0,273.279305934906,46357.0,54552.0,18.661361694335938,1.0951282978057861
330.7555215358734,169062.0,241526.0,273.9058268070221,47649.0,56079.0,19.271214246749878,1.105480670928955
308.1275722980499,157204.0,224592.0,252.9670433998108,42974.0,53720.0,17.95247983932495,1.0287373065948486
357.04248094558716,180703.0,240951.0,308.58972692489624,52288.0,58107.0,20.712295293807983,1.1996593475341797
314.49997115135193,160858.0,229812.0,267.26453375816345,45473.0,53509.0,18.387601375579834,1.0872719287872314
326.9207649230957,160088.0,228719.0,239.89143347740173,41790.0,52251.0,18.46857237815857,1.0284066200256348
355.10659623146057,179908.0,239894.0,289.62642192840576,49750.0,55298.0,20.708585500717163,1.1634094715118408
314.96700716018677,158240.0,226071.0,266.3895559310913,45439.0,53470.0,18.2312228679657,1.0968172550201416
329.3356029987335,167676.0,239559.0,279.77173256874084,47788.0,53107.0,19.13723874092102,1.1562621593475342
314.6284306049347,160942.0,229927.0,280.07800817489624,47139.0,55474.0,18.419556379318237,1.1203794479370117
332.81761932373047,169412.0,242036.0,283.82982063293457,47513.0,55900.0,19.405064344406128,1.1326086521148682
332.50950956344604,168298.0,224409.0,278.63965821266174,47122.0,55442.0,19.489750385284424,1.1174042224884033
312.5101854801178,156947.0,241461.0,260.8763427734375,43918.0,54907.0,18.112303018569946,1.0748741626739502
330.3453097343445,167382.0,239137.0,287.5875463485718,48202.0,53571.0,19.289018869400024,1.170619010925293
322.5701813697815,165142.0,235920.0,248.33332657814026,42058.0,56095.0,18.901225566864014,0.996628999710083
322.43057656288147,161852.0,231237.0,269.74405217170715,45456.0,53490.0,18.744692087173462,1.1246616840362549
292.51679039001465,141970.0,236620.0,229.63761687278748,39118.0,52169.0,16.492955923080444,0.9837441444396973
