SMD_Solve_time,SMD_Iter,SMD_Max_Iter,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,SMD_Dual_Solve_time,FMD_Dual_Solve_time
356.2319812774658,174778.0,233043.0,272.13549542427063,41470.0,51841.0,18.053181171417236,1.1205031871795654
329.89969849586487,164008.0,234312.0,335.8381052017212,50254.0,55845.0,16.68438744544983,1.2988622188568115
357.643438577652,176233.0,234994.0,337.7292478084564,51046.0,56736.0,18.137218952178955,1.3277807235717773
329.08393907546997,160914.0,229887.0,300.7156751155853,45898.0,51017.0,16.570855617523193,1.23136568069458
360.61079812049866,177973.0,237301.0,343.8778657913208,52108.0,57900.0,18.288657903671265,1.2956037521362305
381.6380248069763,191390.0,239249.0,358.27608251571655,53152.0,59071.0,19.425909280776978,1.3109514713287354
334.0473372936249,165772.0,236821.0,289.6687183380127,43406.0,54275.0,16.854798555374146,1.0929286479949951
357.0760931968689,175363.0,233822.0,310.4309117794037,46374.0,54575.0,18.030487298965454,1.1784789562225342
339.4998393058777,168418.0,224563.0,318.6811521053314,47644.0,52954.0,17.10690665245056,1.2448089122772217
330.48745489120483,162664.0,232384.0,288.65179347991943,43534.0,54438.0,16.650903701782227,1.1170234680175781
354.567444562912,176728.0,235644.0,288.1073274612427,43598.0,54501.0,17.92492151260376,1.1131131649017334
317.4262464046478,154516.0,237720.0,299.7171370983124,44670.0,55853.0,15.892825841903687,1.1516220569610596
337.66179156303406,166682.0,238137.0,334.2770049571991,48174.0,60228.0,17.10891056060791,1.1577353477478027
315.0886125564575,148770.0,228897.0,281.6235704421997,42126.0,52669.0,15.689271926879883,1.0894277095794678
350.24140548706055,174373.0,232511.0,302.10005497932434,45678.0,57115.0,17.707400798797607,1.1168859004974365
370.08272099494934,160788.0,229719.0,323.5170922279358,48094.0,53446.0,16.597637176513672,1.2179741859436035
381.3120439052582,163714.0,233898.0,307.9665505886078,45847.0,53942.0,18.862269163131714,1.1434495449066162
322.38943576812744,151942.0,233777.0,278.3793148994446,41774.0,52236.0,15.992949724197388,1.0912222862243652
393.5838871002197,182563.0,243439.0,348.5897080898285,52205.0,61423.0,20.560523748397827,1.2472620010375977
335.2205014228821,162286.0,231852.0,290.66338777542114,43998.0,55013.0,16.73370099067688,1.1336314678192139
