SMD_Solve_time,SMD_Iter,SMD_Max_Iter,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,SMD_Dual_Solve_time,FMD_Dual_Solve_time
597.7423720359802,187318.0,249775.0,939.0609767436981,58102.0,64571.0,33.03329110145569,2.434730291366577
546.482264995575,183188.0,261715.0,861.4059634208679,57169.0,67263.0,29.6058509349823,2.342717409133911
577.8144826889038,191353.0,255146.0,940.5477328300476,61432.0,68263.0,31.050402641296387,2.5015156269073486
583.6330969333649,194578.0,259453.0,1003.4838626384735,61090.0,67880.0,31.614369869232178,2.492037534713745
585.8731758594513,195118.0,260166.0,928.2865262031555,61522.0,68376.0,31.556312561035156,2.4882376194000244
586.3928122520447,194038.0,258730.0,904.6131579875946,55690.0,65529.0,31.50766348838806,2.279196262359619
566.6043975353241,189583.0,252787.0,858.1180710792542,58984.0,65552.0,30.568947076797485,2.4407732486724854
538.161003112793,179142.0,255929.0,979.9775309562683,56336.0,66290.0,29.056422472000122,2.347804069519043
537.5327317714691,178470.0,254979.0,923.0721938610077,54959.0,64669.0,28.915525674819946,2.4552133083343506
555.7568395137787,180136.0,257354.0,858.6016337871552,57016.0,67091.0,29.378819227218628,2.336249828338623
584.7685651779175,195508.0,260698.0,965.9666187763214,62908.0,69911.0,31.641829252243042,2.5131163597106934
582.5871226787567,192943.0,257278.0,913.1236736774445,58954.0,69361.0,32.12209129333496,2.3704869747161865
567.6940033435822,187794.0,268290.0,892.4743592739105,60773.0,71509.0,30.56904125213623,2.3942956924438477
575.0492446422577,190423.0,253900.0,875.2934992313385,56081.0,65998.0,31.328152179718018,2.3222312927246094
576.8606572151184,191263.0,255034.0,933.7316460609436,59146.0,65728.0,31.08546257019043,2.4537503719329834
562.0828745365143,186748.0,249016.0,925.0765628814697,59884.0,66548.0,30.689797163009644,2.4700064659118652
564.1863927841187,183048.0,261508.0,931.6823649406433,57594.0,67763.0,29.847137689590454,2.413048505783081
549.9061322212219,182180.0,260265.0,928.7313439846039,58036.0,68298.0,29.879427194595337,2.366501808166504
595.3071985244751,199618.0,266171.0,1043.1660945415497,62944.0,69942.0,32.18745493888855,2.5419116020202637
630.3930902481079,195283.0,260388.0,976.7045950889587,63772.0,70869.0,34.189276933670044,2.402824640274048
