SMD_Solve_time,SMD_Iter,SMD_Max_Iter,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,SMD_Dual_Solve_time,FMD_Dual_Solve_time
624.6495418548584,205550.0,256952.0,863.9139444828033,60694.0,67446.0,33.50362205505371,2.3534538745880127
568.5558004379272,189673.0,252918.0,808.0047452449799,57662.0,67857.0,29.073485374450684,2.2287678718566895
589.0938577651978,192268.0,256366.0,936.2634596824646,59416.0,66029.0,29.927592515945435,2.1602063179016113
567.9055786132812,172744.0,246788.0,855.0421438217163,55384.0,65169.0,29.494627237319946,2.287152051925659
559.9856958389282,187888.0,250527.0,804.1984074115753,54534.0,64169.0,28.550313234329224,2.0614047050476074
606.4574959278107,194308.0,259096.0,914.0934360027313,59141.0,69587.0,31.597946643829346,2.3532323837280273
633.0788908004761,193033.0,257396.0,816.1699404716492,57033.0,67111.0,33.56941533088684,2.084118127822876
538.0951418876648,180682.0,258129.0,863.6881682872772,60824.0,71571.0,27.16395378112793,2.3146815299987793
634.3802907466888,212526.0,265679.0,844.760087966919,60212.0,70853.0,32.37067246437073,2.295278310775757
539.1280128955841,181032.0,258635.0,719.2098314762115,51342.0,64192.0,27.402830600738525,2.0520119667053223
584.0231611728668,197698.0,263601.0,947.494960308075,66422.0,69931.0,29.763155460357666,2.277458667755127
612.655641078949,200038.0,266728.0,859.3249614238739,64042.0,71165.0,30.432867765426636,2.1750783920288086
634.128778219223,191188.0,254926.0,745.1454923152924,54078.0,67603.0,32.951497077941895,2.0869321823120117
608.0331463813782,203662.0,254597.0,832.8132467269897,58462.0,64970.0,31.510125875473022,2.3413875102996826
554.6993954181671,179520.0,256472.0,798.7818598747253,56829.0,66873.0,28.74039340019226,2.203906774520874
581.8679618835449,187573.0,250112.0,803.4999661445618,55435.0,65224.0,28.669829607009888,2.208036422729492
631.450704574585,213310.0,266652.0,904.5436253547668,62566.0,69536.0,32.194329023361206,2.3860082626342773
591.3288838863373,197518.0,263364.0,993.5299062728882,66850.0,74294.0,29.786518335342407,2.4870381355285645
534.6480712890625,180024.0,257197.0,832.9286754131317,54654.0,68329.0,27.140459775924683,2.1226630210876465
657.7566621303558,202258.0,269690.0,1032.1786303520203,67192.0,74661.0,34.504262924194336,2.363447427749634
