SMD_Solve_time,SMD_Iter,SMD_Max_Iter,FMD_Solve_time,FMD_Iter,FMD_Max_Iter,SMD_Dual_Solve_time,FMD_Dual_Solve_time
398.203405380249,197938.0,263920.0,251.5165674686432,55010.0,64736.0,11.597096920013428,1.279292106628418
387.164662361145,194428.0,259248.0,239.4136562347412,54041.0,63591.0,11.397961378097534,1.2605793476104736
445.00153946876526,215694.0,269624.0,286.5113844871521,63322.0,70365.0,12.671380043029785,1.3740315437316895
386.4900679588318,192313.0,256436.0,243.39117813110352,53157.0,62540.0,11.498981714248657,1.2918853759765625
398.04609417915344,197473.0,263306.0,249.77136063575745,55163.0,64915.0,11.785791158676147,1.2246413230895996
418.38475584983826,210558.0,263204.0,261.6631987094879,57747.0,67946.0,12.17795205116272,1.299466609954834
405.97064208984375,192718.0,256975.0,254.74207592010498,55860.0,65728.0,11.707048416137695,1.2811434268951416
403.4889841079712,199948.0,266602.0,257.5510549545288,55894.0,65763.0,11.701890230178833,1.2917137145996094
446.9078104496002,215150.0,268950.0,274.3593158721924,61096.0,71880.0,12.965805530548096,1.3205506801605225
436.92145347595215,208542.0,260698.0,269.76311135292053,59902.0,66571.0,13.031152963638306,1.3615856170654297
430.0781261920929,208686.0,260876.0,275.307110786438,59430.0,69923.0,12.529587984085083,1.3368113040924072
383.50680661201477,191908.0,255892.0,246.04981875419617,53990.0,63525.0,11.236405611038208,1.2816877365112305
391.9194972515106,195793.0,261062.0,248.61826586723328,54024.0,63571.0,11.5041024684906,1.284599781036377
393.48090076446533,194953.0,259946.0,232.47604203224182,51374.0,64236.0,11.539055824279785,1.2169578075408936
400.40232610702515,202978.0,270658.0,274.4416766166687,60892.0,67673.0,11.814184188842773,1.3623204231262207
410.18143916130066,203502.0,254383.0,257.3395221233368,56032.0,62279.0,12.005066394805908,1.3421990871429443
387.481027841568,194953.0,259955.0,264.23888516426086,57441.0,67599.0,11.359370470046997,1.280470371246338
431.56033420562744,213646.0,267079.0,279.68529987335205,59722.0,66369.0,12.598988056182861,1.464921236038208
425.50636100769043,211166.0,263969.0,259.75483441352844,56710.0,66720.0,12.37842869758606,1.2740812301635742
394.95006346702576,195148.0,260215.0,241.97893118858337,54430.0,68048.0,11.50408411026001,1.1923718452453613
